RequestID,RequestInfo,Preparation,Preprocess,Transmissions,Postprocess,Delay,Duration,Bandwidth(Gbps)
159199965360345,1.13144,0.979273,0.029178,47.3923,0.084934,0.000682,47.3912,12.9437
159201223651546,1.14729,0.975588,0.021475,46.9933,0.057417,0.000738,46.9922,1.95804
159202507108571,1.17887,1.00254,0.028249,52.548,0.066437,0.000846,52.5467,8.75531
159204331630812,1.20748,1.01643,0.024409,54.4318,0.057557,0.000725,54.4306,3.19308
159205959020765,1.43837,1.19285,0.058398,76.3413,0.19772,0.000647,76.3404,34.5517
159208198779102,1.45309,1.20303,0.051064,78.1062,0.166574,0.000631,78.1052,25.1319
159209951998175,1.41771,1.17705,0.023082,79.6371,0.060436,0.000658,79.636,1.92569
159211629719776,1.44127,1.20089,0.026916,82.2207,0.059888,0.000642,82.2196,1.98952
159213697511649,1.43032,1.19175,0.021508,82.9955,0.057613,0.00059,82.9945,1.10866
159215119380706,1.44176,1.18146,0.020229,83.6914,0.057733,0.0007,83.6903,0.732961
159216709021923,1.46595,1.21687,0.02673,87.9828,0.060743,0.000653,87.9818,3.95085
159219351433444,1.48491,1.21566,0.03519,88.3978,0.109184,0.000697,88.3967,10.8717
159220794274021,1.49432,1.22948,0.026278,92.2851,0.059548,0.000663,92.284,3.21274
159222719459558,1.49369,1.25988,0.022215,91.9827,0.058634,0.000691,91.9816,1.22263
159225160544487,1.5009,1.25776,0.019665,93.8212,0.065397,0.000699,93.8198,0.435883
159227249307880,1.506,1.25989,0.021942,94.2468,0.059112,0.000741,94.2457,1.08478
159228738285801,1.51076,1.27004,0.024578,97.2611,0.058111,0.000737,97.26,1.57674
159230919323882,1.56859,1.30477,0.024061,98.887,0.06165,0.000681,98.886,1.34404
159232496382187,1.5898,1.31438,0.025732,102.328,0.06025,0.000758,102.327,2.49777
159234895524076,1.58136,1.33258,0.024657,104.446,0.059513,0.000721,104.445,1.46828
159236770377965,1.5699,1.33425,0.021428,105.423,0.058134,0.00068,105.422,0.872802
159238787838190,1.57843,1.32521,0.021672,106.309,0.057537,0.000636,106.308,0.769359
159240289399023,0.349002,0.341438,0.056156,3.93223,0.189088,0.00058,3.93131,668.345
159241535107312,0.580037,0.520466,0.06451,9.70732,0.193378,0.000672,9.70629,273.857
159242864701681,0.736519,0.639945,0.024623,13.0449,0.072294,0.000757,13.0435,4.70285
159245070905586,0.622536,0.585649,0.019826,13.2673,0.06628,0.000734,13.266,8.47731
159245968486643,0.666566,0.605415,0.026482,13.4775,0.084174,0.000604,13.4764,44.0004
159246887039220,0.734856,0.620573,0.027838,12.5699,0.068356,0.000507,12.5689,34.9764
159247818174709,0.702824,0.627918,0.018119,11.2737,0.058664,0.00054,11.2726,3.62779
159248514429174,0.744865,0.657274,0.026623,13.3149,0.066691,0.000666,13.3139,33.7872
159249508479223,0.76413,0.633966,0.021019,13.3344,0.0607,0.000626,13.3332,3.06711
159250192150776,0.817295,0.692398,0.030506,16.7973,0.084341,0.000589,16.7963,36.5209
159251265892601,0.824238,0.697228,0.019655,17.1447,0.062189,0.000649,17.1436,3.5781
159251995701498,0.859576,0.735414,0.030812,19.5918,0.067328,0.00057,19.5909,20.8742
159253153329403,0.874167,0.734759,0.019796,19.8692,0.060344,0.000712,19.8681,3.08745
159253929275644,0.907932,0.761118,0.025607,21.876,0.060613,0.000636,21.8747,11.2169
159257305690365,0.966309,0.810682,0.029134,24.8977,0.06267,0.000648,24.8966,11.498
159262439518462,0.928142,0.804453,0.023405,26.1092,0.05805,0.000576,26.1083,7.44013
159263316127999,0.942115,0.7959,0.026814,27.9766,0.059215,0.000594,27.9756,9.86709
159265115484416,0.94104,0.802355,0.021063,28.457,0.056996,0.000585,28.4561,3.2335
159266046619905,0.972754,0.810192,0.024096,29.675,0.05734,0.00065,29.6739,7.5797
159267053252866,0.998007,0.806864,0.019462,29.9897,0.0574,0.00058,29.9887,1.70458
159267871142147,1.02437,0.876502,0.029891,33.8188,0.078517,0.000672,33.8177,14.5111
159271490826500,1.08475,0.905214,0.023172,35.1644,0.060553,0.000666,35.1631,4.07048
159275257311493,1.07992,0.915057,0.022548,35.9153,0.06226,0.000703,35.914,1.70802
159282337296646,1.14484,0.961568,0.028652,39.1247,0.063675,0.000654,39.1236,7.57817
159284841296135,1.09242,0.928296,0.025679,40.7683,0.057044,0.000624,40.7674,6.01871
159287022334216,1.10092,0.946234,0.025093,43.5529,0.058349,0.000701,43.5518,6.80763
159295759069449,1.16512,0.971505,0.021956,45.256,0.063611,0.000614,45.255,2.0332
159297575203082,1.1166,0.948492,0.022526,44.7315,0.056407,0.000649,44.7305,2.2856
159298648944907,1.11769,0.953612,0.021533,45.349,0.056076,0.000836,45.3477,1.8036
159299642994956,1.13503,0.967246,0.024339,48.6666,0.062946,0.00067,48.6655,4.62174
159307113050381,1.23375,1.04678,0.030288,50.2474,0.064662,0.00083,50.246,3.66248
159314486636814,1.20406,1.02501,0.023454,51.1667,0.057702,0.00062,51.1656,2.7974
159315493269775,1.19713,1.03804,0.022136,53.4674,0.057023,0.000717,53.4663,3.63311
159321860223248,1.19632,1.03338,0.022009,53.7145,0.057521,0.000708,53.7134,1.90336
159328046821649,1.26053,1.05862,0.024147,56.7593,0.061931,0.000687,56.758,2.34164
159333285507346,1.23767,1.04773,0.025025,59.1345,0.060454,0.000693,59.1334,3.63071
159344043897107,1.28592,1.09824,0.025397,61.775,0.061888,0.000526,61.774,3.1445
159347936211220,1.28211,1.06649,0.019955,60.6267,0.056022,0.000638,60.6257,1.18045
159350213718293,1.29064,1.09343,0.024874,64.4871,0.060303,0.000722,64.4859,2.53665
159352419922198,1.30248,1.08684,0.021112,64.1939,0.057184,0.000793,64.1927,1.43338
159354978447639,1.30818,1.09248,0.023786,67.2087,0.058229,0.000705,67.2074,3.65089
159356375150872,1.39064,1.14835,0.031622,77.4747,0.092487,0.000654,77.4736,10.425
159358107398425,1.39289,1.14601,0.021078,78.2615,0.056048,0.00073,78.2604,0.653179
159359504101658,1.38673,1.15747,0.019743,78.191,0.057249,0.000654,78.19,0.392261
159360863056155,1.41785,1.1933,0.028117,82.7419,0.061863,0.000574,82.741,4.2011
159362347839772,1.40596,1.1815,0.020067,82.7791,0.055233,0.00078,82.7779,0.494026
159363710988573,1.43768,1.19379,0.026532,87.0681,0.061976,0.00064,87.067,3.99236
159365350961438,1.43847,1.20565,0.019947,87.6446,0.055082,0.000715,87.6434,0.34995
159366684750111,1.44905,1.20168,0.025581,89.0889,0.05729,0.000648,89.0878,0.803312
159368001761568,1.46805,1.21272,0.022954,90.0418,0.057223,0.000692,90.0408,1.36253
159369369104673,1.46961,1.23425,0.023758,92.7748,0.056936,0.000686,92.7738,1.98359
159370891637026,1.4884,1.24966,0.020739,91.9013,0.058555,0.000694,91.9002,0.889976
159372695187747,1.53205,1.28547,0.026204,97.8057,0.063344,0.000766,97.8044,2.82234
159374360326436,1.55914,1.31006,0.021808,98.1506,0.060915,0.000718,98.1494,0.312491
159382862180645,1.59933,1.34401,0.030145,103.152,0.067061,0.000685,103.151,3.46895
159391259177254,1.61886,1.36722,0.032421,111.421,0.0849,0.0007,111.419,5.59723
159394266493223,1.66776,1.41594,0.029179,117.594,0.0838,0.00064,117.593,3.99927
159405477867816,1.82663,1.55216,0.033959,126.035,0.093288,0.000793,126.034,5.11043
159419725918505,1.76765,1.48868,0.023548,129.017,0.061957,0.000679,129.015,0.554704
159434506645802,1.89478,1.57455,0.032665,136.762,0.084871,0.00075,136.76,3.73779
159436738015531,1.80232,1.52903,0.026406,141.383,0.060406,0.00066,141.382,1.88011
159439145546028,1.80699,1.53702,0.02507,145.557,0.05878,0.000661,145.556,1.8262
159440915542317,1.81808,1.5751,0.023929,149.623,0.061026,0.000674,149.622,1.63991
159444489089326,1.86423,1.58333,0.024911,154.184,0.063562,0.000604,154.183,1.39248
159450889597231,1.91138,1.67079,0.030507,163.216,0.069152,0.000721,163.215,2.50555
159457516597552,1.89931,1.65325,0.022686,163.616,0.067294,0.000631,163.615,0.937287
159460238700849,1.92403,1.6422,0.02547,165.034,0.059685,0.000708,165.033,1.11508
159462201635122,1.94464,1.66281,0.026199,169.818,0.060668,0.000736,169.817,1.50509
159465653547315,1.93976,1.67873,0.023901,171.819,0.060521,0.000667,171.817,0.714034
159481436713268,2.12787,1.79633,0.024557,174.765,0.064738,0.000718,174.764,0.643496
159485622628661,1.98225,1.74757,0.022913,176.633,0.06129,0.000842,176.632,0.868212
159489800155446,1.97992,1.81147,0.024729,179.704,0.058448,0.000736,179.703,1.13783
159492513870135,2.02355,1.82344,0.024421,183.387,0.062511,0.000724,183.386,1.00349
159510943641912,2.11588,1.91996,0.028513,187.196,0.063003,0.000637,187.195,1.20153
159513175011641,2.045,1.8323,0.024965,192.143,0.061793,0.000734,192.142,1.38342
159515276357946,2.06826,1.86305,0.025248,197.796,0.061303,0.000675,197.794,1.24051
159524386386235,2.15246,1.89654,0.024052,200.189,0.063494,0.000768,200.188,0.306421
159526999437628,2.08187,1.88379,0.024223,203.477,0.057932,0.000699,203.476,0.703428
159529566351677,2.08209,1.85722,0.022361,206.669,0.057352,0.000697,206.668,0.494688
