conv_id	turn	fresh	reused	reuse_pct	kv_mb	kv_xfer_ms	wait_ms	ttft_agg_ms	ttft_disagg_ms	delta_ttft_ms
aa-rwlt-coding-agent-073	16	312	20205	98.479	4.875	11.033	19.35	50.284	81.001	30.717
aa-rwlt-coding-agent-073	17	105	20517	99.491	3.656	11.012	19.372	50.083	79.611	29.528
aa-rwlt-coding-agent-073	18	72	20622	99.652	14.625	11.447	19.601	49.38	82.144	32.764
aa-rwlt-coding-agent-073	19	360	20694	98.29	3.656	11.427	19.56	50.264	88.906	38.642
aa-rwlt-coding-agent-073	20	77	21054	99.636	51.188	13.721	21.999	50.535	99.491	48.956
aa-rwlt-coding-agent-073	21	1322	21131	94.112	19.5	14.141	23.01	64.003	88.741	24.738
aa-rwlt-coding-agent-073	22	465	22453	97.971	57.281	16.688	25.714	53.157	110.033	56.876
aa-rwlt-coding-agent-073	23	1497	22918	93.869	12.188	16.658	25.701	69.555	93.269	23.714
aa-rwlt-coding-agent-073	24	300	24415	98.786	53.625	19.118	28.859	54.377	120.204	65.827
aa-rwlt-coding-agent-073	25	1391	24715	94.672	470.438	23.466	33.335	76.878	261.486	184.608
aa-rwlt-coding-agent-073	26	12322	15089	55.047	23.156	24.112	34.164	215.728	112.574	-103.154
aa-rwlt-coding-agent-073	27	589	27411	97.896	120.656	31.708	42.585	62.945	167.68	104.735
aa-rwlt-coding-agent-073	28	3161	28000	89.856	209.625	32.783	53.103	110.341	215.309	104.968
aa-rwlt-coding-agent-073	29	5455	26106	82.716	48.75	34.243	45.342	146.156	141.703	-4.453
aa-rwlt-coding-agent-073	30	1234	31161	96.191	43.875	34.831	46.324	79.286	152.157	72.871
aa-rwlt-coding-agent-073	31	1124	31561	96.561	4.875	35.252	47.042	83.085	130.351	47.266
aa-rwlt-coding-agent-073	32	100	32685	99.695	10.969	36.129	47.845	64.695	128.839	64.144
aa-rwlt-coding-agent-073	33	247	32785	99.252	10.969	37.076	48.606	64.143	129.416	65.273
aa-rwlt-coding-agent-073	34	272	33032	99.183	6.094	36.752	48.227	66.444	129.163	62.719
aa-rwlt-coding-agent-073	35	115	33304	99.656	4.875	37.028	48.825	64.277	128.929	64.652
aa-rwlt-coding-agent-073	36	114	33419	99.66	3.656	37.318	48.97	64.899	127.124	62.225
aa-rwlt-coding-agent-073	37	89	33533	99.735	14.625	38.47	50.658	65.602	133.64	68.038
aa-rwlt-coding-agent-073	38	333	33622	99.019	9.75	39.54	51.611	72.944	136.238	63.294
aa-rwlt-coding-agent-073	39	231	33955	99.324	7.312	39.724	51.874	67.119	133.282	66.163
aa-rwlt-coding-agent-073	40	159	34186	99.537	12.188	41.176	53.299	67.959	136.344	68.385
aa-rwlt-coding-agent-073	41	294	34345	99.151	4.875	41.177	53.407	66.78	135.277	68.497
aa-rwlt-coding-agent-073	42	99	34639	99.715	7.312	40.857	52.411	68.848	135.646	66.798
aa-rwlt-coding-agent-073	43	170	34738	99.513	13.406	42.789	54.975	68.012	138.215	70.203
aa-rwlt-coding-agent-073	44	331	34908	99.061	164.531	46.536	58.76	69.887	215.722	145.835
aa-rwlt-coding-agent-073	45	4289	32395	88.308	73.125	48.406	60.966	141.928	186.821	44.893
aa-rwlt-coding-agent-073	46	1903	35239	94.876	10.969	48.24	60.406	107.606	149.323	41.717
aa-rwlt-coding-agent-073	47	255	37142	99.318	54.844	52.672	65.146	74.542	181.114	106.572
aa-rwlt-coding-agent-073	48	1408	37397	96.372	20.719	55.004	67.667	96.207	159.37	63.163
aa-rwlt-coding-agent-073	49	495	38805	98.74	314.438	76.824	91.098	74.392	343.792	269.4
aa-rwlt-coding-agent-073	50	8219	36684	81.696	234.0	79.611	94.481	231.897	312.557	80.66
aa-rwlt-coding-agent-073	51	6127	39300	86.512	18.281	79.839	94.455	196.668	198.969	2.301
aa-rwlt-coding-agent-073	52	434	45427	99.054	19.5	81.684	96.377	80.871	209.657	128.786
aa-rwlt-coding-agent-073	53	491	45861	98.941	10.969	82.314	97.266	84.853	206.724	121.871
aa-rwlt-coding-agent-073	54	254	46352	99.455	7.312	83.547	98.193	80.413	199.264	118.851
aa-rwlt-coding-agent-073	55	157	46606	99.664	41.438	87.207	102.127	80.984	229.478	148.494
aa-rwlt-coding-agent-073	56	1066	46763	97.771	114.562	87.772	102.754	108.799	268.855	160.056
aa-rwlt-coding-agent-073	57	2999	44903	93.739	35.344	90.958	106.01	145.947	226.21	80.263
aa-rwlt-coding-agent-073	58	888	47829	98.177	13.406	92.302	107.415	103.488	214.876	111.388
aa-rwlt-coding-agent-073	59	319	48717	99.349	4.875	93.105	108.411	99.272	210.37	111.098
aa-rwlt-coding-agent-073	60	99	49036	99.799	12.188	94.132	109.281	83.12	215.725	132.605
aa-rwlt-coding-agent-073	61	278	49135	99.437	18.281	95.334	110.72	84.876	219.516	134.64
aa-rwlt-coding-agent-073	62	447	49413	99.103	15.844	98.103	113.572	88.651	224.176	135.525
aa-rwlt-coding-agent-073	63	407	49860	99.19	31.688	100.984	117.099	90.167	243.124	152.957
aa-rwlt-coding-agent-073	64	774	50267	98.484	18.281	102.836	118.883	101.894	234.546	132.652
aa-rwlt-coding-agent-073	65	461	51041	99.105	10.969	104.614	120.395	91.134	231.578	140.444
aa-rwlt-coding-agent-073	66	257	51502	99.503	9.75	104.855	120.836	88.899	234.137	145.238
aa-rwlt-coding-agent-073	67	226	51759	99.565	313.219	4.871	10.45	89.013	112.584	23.571
