conv_id	turn	fresh	reused	reuse_pct	kv_mb	kv_xfer_ms	wait_ms	ttft_agg_ms	ttft_disagg_ms	delta_ttft_ms
aa-rwlt-coding-agent-010	64	1252	61143	97.993	48.75	183.153	201.965	129.745	353.639	223.894
aa-rwlt-coding-agent-010	65	442	62395	99.297	18.281	184.526	203.674	100.808	328.034	227.226
aa-rwlt-coding-agent-010	66	531	62837	99.162	21.938	187.885	206.886	116.59	342.781	226.191
aa-rwlt-coding-agent-010	67	773	63368	98.795	30.469	192.22	211.731	116.684	351.99	235.306
aa-rwlt-coding-agent-010	68	370	64141	99.426	14.625	200.963	220.524	102.754	346.293	243.539
aa-rwlt-coding-agent-010	69	335	64511	99.483	13.406	196.398	216.137	102.843	340.714	237.871
aa-rwlt-coding-agent-010	70	463	64846	99.291	18.281	193.333	212.787	104.822	341.565	236.743
aa-rwlt-coding-agent-010	71	627	65309	99.049	24.375	194.546	222.933	120.692	372.458	251.766
aa-rwlt-coding-agent-010	72	553	65936	99.168	21.938	197.523	217.14	119.177	360.148	240.971
aa-rwlt-coding-agent-010	73	649	66489	99.033	26.812	204.032	224.54	128.845	370.32	241.475
aa-rwlt-coding-agent-010	74	816	67138	98.799	31.688	209.685	229.958	124.614	380.035	255.421
aa-rwlt-coding-agent-010	75	732	67954	98.934	29.25	215.659	235.943	124.654	385.379	260.725
aa-rwlt-coding-agent-010	76	163	68686	99.763	7.312	216.118	235.909	106.219	369.049	262.83
aa-rwlt-coding-agent-010	77	410	68849	99.408	17.062	217.016	236.806	110.601	371.595	260.994
aa-rwlt-coding-agent-010	78	287	69259	99.587	12.188	220.889	241.448	109.215	376.57	267.355
aa-rwlt-coding-agent-011	0	9264	2068	18.249	354.656	6.924	12.971	110.199	132.306	22.107
aa-rwlt-coding-agent-011	1	502	11332	95.758	19.5	6.854	12.746	38.041	57.862	19.821
aa-rwlt-coding-agent-011	2	142	11834	98.814	7.312	5.744	11.567	37.805	57.018	19.213
aa-rwlt-coding-agent-011	3	71	11976	99.411	3.656	4.566	10.252	42.97	54.465	11.495
aa-rwlt-coding-agent-011	4	2359	12047	83.625	91.406	6.426	12.445	68.788	90.157	21.369
aa-rwlt-coding-agent-011	5	1925	14406	88.213	74.344	9.077	15.694	61.619	85.359	23.74
aa-rwlt-coding-agent-011	6	516	16331	96.937	20.719	8.759	15.866	56.225	75.944	19.719
aa-rwlt-coding-agent-011	7	399	16847	97.686	15.844	8.55	15.672	44.205	68.139	23.934
aa-rwlt-coding-agent-011	8	3793	17246	81.972	145.031	15.489	23.874	95.513	127.253	31.74
aa-rwlt-coding-agent-011	9	229	21039	98.923	9.75	15.586	24.208	49.854	82.333	32.479
aa-rwlt-coding-agent-011	10	306	21268	98.582	13.406	14.931	23.238	48.811	82.983	34.172
aa-rwlt-coding-agent-011	11	237	21574	98.913	9.75	14.995	23.289	47.417	81.932	34.515
aa-rwlt-coding-agent-011	12	208	21811	99.055	9.75	15.29	23.688	48.767	84.84	36.073
aa-rwlt-coding-agent-011	13	891	22019	96.111	34.125	17.095	25.654	62.649	98.598	35.949
