conv	turn	fresh	reused_tok	num_total_blk	num_new_blk	num_reused_blk	num_missed_blk	kv_size_bytes	kv_xfer_ms	wait_ms	ttft_agg_ms	ttft_disagg_ms	delta_ttft_ms	xfer_prep_ms	xfer_preproc_ms	xfer_transmissions_ms	xfer_postproc_ms
aa-rwlt-coding-agent-051	40	126	59365	5	5	1856	4	6389760	163.368	180.373	84.032	286.321	202.289				
aa-rwlt-coding-agent-051	41	754	59491	24	24	1860	23	30670848	166.779	184.328	103.114	308.96	205.846				
aa-rwlt-coding-agent-051	42	172	60245	7	7	1883	6	8945664	168.039	185.387	85.468	296.633	211.165				
aa-rwlt-coding-agent-051	43	262	60417	9	9	1889	8	11501568	169.807	187.409	87.409	302.452	215.043				
aa-rwlt-coding-agent-051	44	72	60679	3	3	1897	2	3833856	170.428	187.689	85.493	294.721	209.228				
aa-rwlt-coding-agent-051	45	126	60751	5	5	1899	4	6389760	170.052	187.63	86.249	296.707	210.458				
aa-rwlt-coding-agent-051	46	87	60877	4	4	1903	3	5111808	170.981	190.55	91.4	298.377	206.977				
aa-rwlt-coding-agent-056	0	9571	0	300	300	0	300	383385600	304.264	312.442	1507.5	922.031	-585.469				
aa-rwlt-coding-agent-056	1	313	9571	10	10	300	9	12779520	12.898	18.921	155.181	282.483	127.302				
aa-rwlt-coding-agent-056	2	55	9884	2	2	310	1	2555904	5.818	11.204	168.938	300.349	131.411				
aa-rwlt-coding-agent-056	3	3457	9939	109	109	311	108	139296768	21.469	27.742	178.874	316.148	137.274				
aa-rwlt-coding-agent-056	4	3194	13396	101	101	419	100	129073152	29.167	36.347	86.902	133.804	46.902				
aa-rwlt-coding-agent-056	5	15518	16590	486	486	519	485	621084672	169.052	179.801	265.712	463.487	197.775				
aa-rwlt-coding-agent-056	6	480	32108	16	16	1004	15	20447232	133.717	145.324	65.948	226.732	160.784				
aa-rwlt-coding-agent-056	7	3057	32588	96	96	1019	95	122683392	173.598	185.129	115.189	318.789	203.6				
aa-rwlt-coding-agent-056	8	18482	35645	578	578	1114	578	738656256	505.349	521.635	444.484	987.681	543.197				
aa-rwlt-coding-agent-056	9	675	54127	22	22	1692	21	28114944	463.737	481.183	97.588	599.367	501.779				
aa-rwlt-coding-agent-056	10	67	54802	3	3	1713	2	3833856	428.912	445.731	75.936	542.324	466.388				
aa-rwlt-coding-agent-056	11	92	54869	4	4	1715	3	5111808	379.374	395.776	76.738	489.776	413.038				
aa-rwlt-coding-agent-056	12	269	54961	9	9	1718	8	11501568	233.654	250.457	82.813	353.058	270.245				
aa-rwlt-coding-agent-056	13	202	55230	7	7	1727	6	8945664	166.879	183.409	84.84	288.386	203.546				
aa-rwlt-coding-agent-056	14	406	55432	13	13	1733	12	16613376	156.973	175.215	86.591	279.64	193.049				
aa-rwlt-coding-agent-056	15	245	55838	8	8	1746	7	10223616	160.859	177.726	80.827	281.878	201.051				
aa-rwlt-coding-agent-056	16	1026	56083	33	33	1753	32	42172416	178.424	196.208	104.015	341.053	237.038				
aa-rwlt-coding-agent-056	17	503	57109	17	17	1785	16	21725184	177.822	195.006	79.813	296.598	216.785				
aa-rwlt-coding-agent-056	18	2485	57612	79	79	1801	78	100958208	213.67	231.351	144.983	398.564	253.581				
aa-rwlt-coding-agent-056	19	123	60097	4	4	1879	3	5111808	180.453	198.103	83.592	304.332	220.74				
aa-rwlt-coding-agent-056	20	168	60220	7	7	1882	6	8945664	184.156	201.507	87.998	318.633	230.635				
aa-rwlt-coding-agent-056	21	71	60388	3	3	1888	2	3833856	186.539	204.307	83.693	300.327	216.634				
aa-rwlt-coding-agent-056	22	89	60459	4	4	1890	3	5111808	190.312	208.71	76.699	305.826	229.127				
aa-rwlt-coding-agent-056	23	1302	60548	41	41	1893	40	52396032	198.433	216.783	125.58	359.55	233.97				
aa-rwlt-coding-agent-056	24	222	61850	8	8	1933	7	10223616	184.971	204.276	87.246	314.089	226.843				
aa-rwlt-coding-agent-056	25	211	62072	8	8	1940	7	10223616	190.613	209.028	85.059	313.904	228.845				
aa-rwlt-coding-agent-056	26	301	62283	10	10	1947	9	12779520	197.958	216.199	89.205	330.653	241.448				
aa-rwlt-coding-agent-056	27	1061	62584	34	34	1956	33	43450368	221.092	239.737	128.754	378.521	249.767				
aa-rwlt-coding-agent-056	28	329	63645	11	11	1989	11	14057472	212.282	230.85	91.708	344.902	253.194				
aa-rwlt-coding-agent-056	29	139	63974	5	5	2000	4	6389760	194.979	214.029	92.35	328.445	236.095				
aa-rwlt-coding-agent-056	30	1481	64113	47	47	2004	46	60063744	231.995	251.466	131.719	405.725	274.006				
aa-rwlt-coding-agent-056	31	407	65594	14	14	2050	13	17891328	224.486	243.738	96.779	356.079	259.3				
aa-rwlt-coding-agent-056	32	225	66001	8	8	2063	7	10223616	212.191	231.953	89.18	349.486	260.306				
aa-rwlt-coding-agent-056	33	96	66226	4	4	2070	3	5111808	218.428	238.09	87.943	348.392	260.449				
aa-rwlt-coding-agent-056	34	824	66322	27	27	2073	26	34504704	235.106	254.755	124.422	393.367	268.945				
aa-rwlt-coding-agent-056	35	1106	67146	35	35	2099	34	44728320	243.619	264.042	123.038	411.931	288.893				
aa-rwlt-coding-agent-056	36	390	68252	14	14	2133	13	17891328	238.953	259.496	101.962	381.68	279.718				
aa-rwlt-coding-agent-056	37	1070	68642	34	34	2146	33	43450368	270.413	290.989	126.101	440.721	314.62				
aa-rwlt-coding-agent-056	38	703	69712	23	23	2179	22	29392896	284.795	305.361	119.559	444.038	324.479				
aa-rwlt-coding-agent-056	39	1728	70415	55	55	2201	54	70287360	334.035	355.256	148.156	528.875	380.719				
aa-rwlt-coding-agent-056	40	2703	72143	85	85	2255	84	108625920	363.981	385.821	179.243	588.333	409.09				
aa-rwlt-coding-agent-056	41	295	74846	10	10	2340	9	12779520	264.707	286.733	99.236	411.523	312.287				
aa-rwlt-coding-agent-056	42	197	75141	7	7	2349	6	8945664	270.247	292.889	98.491	424.814	326.323				
aa-rwlt-coding-agent-056	43	624	75338	20	20	2355	19	25559040	290.806	312.818	123.789	462.923	339.134				
aa-rwlt-coding-agent-056	44	83	75962	4	4	2374	3	5111808	289.893	311.771	102.843	437.211	334.368				
aa-rwlt-coding-agent-056	45	88	76045	4	4	2377	3	5111808	274.756	296.733	97.386	419.754	322.368				
aa-rwlt-coding-agent-056	46	540	76133	18	18	2380	17	23003136	287.515	309.594	129.085	463.269	334.184				
aa-rwlt-coding-agent-056	47	112	76673	4	4	2397	3	5111808	289.884	311.682	105.129	438.187	333.058				
aa-rwlt-coding-agent-056	48	285	76785	10	10	2400	9	12779520	299.676	321.808	108.429	453.516	345.087				
aa-rwlt-coding-agent-056	49	121	77070	5	5	2409	4	6389760	304.911	326.882	98.798	454.457	355.659				
aa-rwlt-coding-agent-056	50	125	77191	5	5	2413	4	6389760	307.081	329.094	105.33	456.61	351.28				
aa-rwlt-coding-agent-056	51	430	77316	14	14	2417	13	17891328	303.384	326.285	115.9	468.356	352.456				
aa-rwlt-coding-agent-056	52	181	77746	7	7	2430	6	8945664	306.144	328.408	106.604	461.491	354.887				
aa-rwlt-coding-agent-056	53	294	77927	10	10	2436	9	12779520	295.799	318.318	106.094	451.088	344.994				
aa-rwlt-coding-agent-056	54	122	78221	5	5	2445	4	6389760	300.166	323.134	103.422	454.553	351.131				
aa-rwlt-coding-agent-056	55	159	78343	6	6	2449	5	7667712	303.419	326.024	110.046	461.78	351.734				
aa-rwlt-coding-agent-056	56	363	78502	12	12	2454	11	15335424	316.955	339.509	120.447	488.137	367.69				
aa-rwlt-coding-agent-056	57	976	78865	32	32	2465	31	40894464	324.03	346.825	129.521	509.566	380.045				
aa-rwlt-coding-agent-056	58	975	79841	31	31	2496	30	39616512	340.044	363.647	136.973	522.002	385.029				
aa-rwlt-coding-agent-056	59	783	80816	25	25	2526	24	31948800	346.686	370.133	135.15	537.236	402.086				
aa-rwlt-coding-agent-056	60	83	81599	3	3	2551	2	3833856	344.569	368.385	112.387	503.832	391.445				
aa-rwlt-coding-agent-073	0	7919	2028	248	248	64	247	316932096	5.746	11.398	96.828	115.143	18.315				
aa-rwlt-coding-agent-073	1	421	9947	14	14	311	13	17891328	6.087	11.793	36.865	60.213	23.348				
aa-rwlt-coding-agent-073	2	2344	9947	74	74	311	74	94568448	6.822	12.611	55.707	78.45	22.743				
aa-rwlt-coding-agent-073	3	1315	12291	42	42	385	41	53673984	6.399	12.513	46.849	69.276	22.427				
aa-rwlt-coding-agent-073	4	1053	13606	34	34	426	33	43450368	6.677	12.859	51.311	68.469	17.158				
aa-rwlt-coding-agent-073	5	469	14659	15	15	459	14	19169280	6.507	13.05	41.978	63.031	21.053				
aa-rwlt-coding-agent-073	6	4724	10368	148	148	325	147	189136896	6.307	12.557	81.944	104.192	22.248				
aa-rwlt-coding-agent-073	7	1541	15128	49	49	473	48	62619648	8.386	15.212	62.774	86.82	24.046				
aa-rwlt-coding-agent-073	8	155	16669	5	5	521	5	6389760	8.361	15.309	43.283	68.215	24.932				
aa-rwlt-coding-agent-073	9	180	16824	7	7	526	6	8945664	7.95	15.016	44.694	68.848	24.154				
aa-rwlt-coding-agent-073	10	95	17004	4	4	532	3	5111808	7.982	15.15	53.351	68.374	15.023				
aa-rwlt-coding-agent-073	11	621	17099	20	20	535	19	25559040	9.05	16.386	46.453	72.755	26.302				
aa-rwlt-coding-agent-073	12	374	17720	13	13	554	12	16613376	9.538	17.031	46.861	72.868	26.007				
aa-rwlt-coding-agent-073	13	191	18094	7	7	566	6	8945664	9.532	17.602	47.432	76.722	29.29				
aa-rwlt-coding-agent-073	14	692	18285	23	23	572	22	29392896	10.518	18.507	49.569	78.557	28.988				
aa-rwlt-coding-agent-073	15	1231	18977	39	39	594	38	49840128	13.061	21.021	58.734	91.819	33.085				
aa-rwlt-coding-agent-073	16	312	20208	11	11	632	10	14057472	13.195	21.337	50.102	86.262	36.16				
aa-rwlt-coding-agent-073	17	105	20520	4	4	642	3	5111808	12.814	21.001	51.288	82.819	31.531				
